purchase,unit,geo\time	2019Q2 	2019Q1 	2018Q4 	2018Q3 	2018Q2 	2018Q1 	2017Q4 	2017Q3 	2017Q2 	2017Q1 	2016Q4 	2016Q3 	2016Q2 	2016Q1 	2015Q4 	2015Q3 	2015Q2 	2015Q1 	2014Q4 	2014Q3 	2014Q2 	2014Q1 	2013Q4 	2013Q3 	2013Q2 	2013Q1 	2012Q4 	2012Q3 	2012Q2 	2012Q1 	2011Q4 	2011Q3 	2011Q2 	2011Q1 	2010Q4 	2010Q3 	2010Q2 	2010Q1 	2009Q4 	2009Q3 	2009Q2 	2009Q1 	2008Q4 	2008Q3 	2008Q2 	2008Q1 	2007Q4 	2007Q3 	2007Q2 	2007Q1 	2006Q4 	2006Q3 	2006Q2 	2006Q1 	2005Q4 	2005Q3 	2005Q2 	2005Q1 
DW_NEW,RCH_A,NO	9.6 	5.9 	4.3 	4.1 	-0.3 	0.6 	2.1 	2.3 	6.5 	10.6 	10.1 	7.5 	6.7 	3.9 	5.7 	5.1 	5.1 	7.3 	4.0 	3.0 	3.4 	-0.8 	2.3 	5.7 	3.4 	7.8 	5.6 	6.6 	8.4 	6.4 	11.6 	7.7 	6.6 	8.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,PL	6.7 	6.7 	6.4 	4.7 	5.4 	5.4 	3.0 	3.5 	4.4 	1.9 	3.5 	0.5 	-1.0 	1.4 	1.3 	3.2 	2.1 	3.8 	2.5 	1.6 	1.0 	-2.9 	-5.3 	-5.2 	-4.7 	-4.4 	-1.5 	-0.5 	0.0 	0.3 	0.0 	0.7 	2.0 	1.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,PT	10.3 	6.0 	8.5 	5.7 	6.3 	9.7 	5.9 	6.9 	5.4 	4.2 	3.5 	3.7 	1.5 	4.7 	4.9 	0.6 	2.5 	-1.1 	1.2 	5.9 	6.5 	2.9 	0.6 	-1.0 	-1.7 	-3.0 	-4.7 	-6.9 	-7.3 	-6.1 	-5.0 	-3.3 	-2.9 	-0.5 	0.6 	1.0 	0.8 	0.5 	2.2 	1.6 	-2.7 	-2.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,RO	0.7 	2.4 	5.5 	4.9 	-0.1 	6.0 	0.0 	1.7 	2.4 	-3.1 	6.6 	2.9 	8.8 	3.4 	-1.8 	0.9 	-2.8 	-2.6 	-0.7 	-1.2 	-1.9 	-0.3 	-6.4 	-4.8 	-4.3 	-3.8 	-0.6 	-1.6 	7.3 	2.1 	3.4 	2.2 	-10.2 	-8.1 	-8.1 	-10.3 	-3.7 	-5.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,SE	5.4 	8.0 	9.2 	9.7 	10.6 	9.4 	9.2 	6.6 	3.7 	5.2 	4.4 	6.8 	7.7 	5.9 	5.2 	1.6 	1.2 	1.0 	2.3 	4.7 	4.3 	0.7 	-1.2 	-2.5 	-2.0 	1.3 	1.5 	2.3 	1.7 	3.6 	5.5 	4.8 	6.6 	5.7 	3.5 	5.9 	4.2 	2.0 	6.0 	6.1 	5.9 	7.1 	3.6 	2.1 	4.1 	7.0 	7.7 	8.2 	7.5 	4.0 	5.6 	4.0 	1.9 	2.9 	: 	: 	: 	: 
DW_NEW,RCH_A,SI	-13.5 	-1.0 	-0.4 	10.0 	27.7 	25.9 	12.2 	9.2 	12.0 	2.5 	3.4 	3.0 	-4.5 	-0.4 	4.1 	0.8 	7.2 	-4.3 	-3.4 	-2.5 	-12.1 	-4.6 	-2.9 	-11.6 	-1.6 	-3.7 	-13.5 	-6.4 	-9.8 	-8.4 	4.1 	3.2 	5.6 	8.1 	0.2 	-0.9 	-3.0 	-6.3 	-14.5 	-14.7 	-10.3 	-9.6 	1.6 	11.1 	16.3 	17.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,SK	5.0 	1.4 	4.3 	0.8 	6.7 	12.7 	7.7 	9.2 	5.3 	3.9 	6.3 	6.9 	5.8 	5.1 	1.8 	3.9 	3.1 	3.2 	4.7 	0.4 	1.7 	-0.8 	0.6 	-0.9 	1.0 	-2.2 	-5.7 	-3.8 	-2.4 	-3.4 	-1.8 	-1.5 	-5.6 	-2.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_A,UK	1.6 p	0.9 	2.9 	4.0 	4.1 	5.8 	4.0 	5.8 	3.7 	7.0 	8.4 	9.0 	11.8 	8.3 	6.2 	4.5 	3.1 	6.6 	7.0 	8.6 	9.0 	7.5 	4.4 	4.5 	2.0 	0.9 	1.6 	-1.4 	-0.6 	-1.3 	0.3 	1.0 	2.0 	2.8 	2.1 	3.0 	4.0 	2.3 	-0.5 	-8.0 	-14.7 	-15.3 	-12.6 	-6.4 	0.9 	5.7 	6.8 	8.7 	8.2 	7.4 	6.6 	6.0 	6.3 	6.6 	: 	: 	: 	: 
DW_NEW,RCH_Q,AT	4.1 	-0.2 	2.3 	-0.8 	0.7 	-0.7 	0.1 	3.6 	5.6 	-1.9 	0.2 	2.9 	0.6 	-0.9 	1.4 	0.8 	5.4 	0.9 	-1.6 	0.5 	0.0 	4.8 	-0.3 	-1.5 	4.8 	1.5 	-1.4 	1.0 	1.7 	2.5 	1.2 	2.1 	1.0 	2.4 	2.3 	-3.0 	4.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,BE	0.7 p	0.6 	-2.5 	2.9 	2.7 	-1.7 	0.0 	4.3 	-0.4 	1.0 p	-0.1 p	2.1 p	1.5 p	-1.7 p	1.2 p	2.5 p	4.2 p	-1.7 p	0.6 	2.6 	0.1 	-4.9 	1.1 	-0.1 	2.1 	2.1 	-0.4 	-0.1 	0.4 	0.6 	0.6 	1.2 	0.3 	2.1 	0.8 	0.2 	0.4 	0.5 	-1.5 	0.8 	-1.2 	-1.3 	1.3 	-0.2 	1.3 	1.0 	-0.2 	0.3 	1.0 	2.1 	0.6 	1.0 	2.2 	1.7 	0.8 	0.2 	0.2 	: 
DW_NEW,RCH_Q,BG	-0.2 p	5.7 	-0.1 	2.0 	3.9 	0.2 	0.9 	2.0 	-0.8 	2.5 	1.7 	3.8 	1.1 	0.3 	2.6 	0.8 	2.0 	-0.9 	1.8 	0.7 	0.3 	2.3 	0.4 	-2.2 	1.3 	-0.7 	-3.2 	0.4 	0.8 	0.9 	-0.8 	0.5 	-3.0 	0.3 	1.2 	-0.3 	0.6 	-1.3 	-8.6 	-2.4 	-9.0 e	-1.9 e	-4.1 e	3.0 e	5.9 e	6.8 e	8.8 e	7.5 e	5.4 e	9.3 e	5.5 e	4.6 e	1.6 e	4.7 e	2.4 e	2.9 e	4.3 e	: 
DW_NEW,RCH_Q,CY	5.6 p	1.0 	5.0 	-1.7 	2.1 	-3.0 	3.6 	0.2 	3.8 	-5.2 	2.0 	3.5 	3.2 	-3.3 	-3.7 	2.4 	4.1 	-4.9 	-0.4 	-3.0 	9.0 	-3.0 	-3.8 	-2.7 	-0.5 	-1.8 	-2.8 	5.2 	-0.2 	-0.2 	-3.5 	-3.2 	1.5 	0.6 	-1.2 	-1.4 	-1.3 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 
DW_NEW,RCH_Q,CZ	2.3 	1.8 p	0.7 p	3.5 	5.2 	3.5 p	0.1 p	2.2 	3.4 	4.3 p	4.9 p	1.9 	2.5 	0.4 p	0.6 p	0.4 	2.7 	1.7 	0.8 	0.5 	-0.5 	1.1 	0.5 	0.0 	1.0 	-1.3 	1.5 	-1.2 	-0.1 	-0.2 	-1.6 	-1.6 	1.1 	-0.3 	-0.6 	-1.2 	0.9 	-1.0 	-2.4 	-0.3 	0.1 	2.0 	1.5 	-0.1 	3.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,DE	1.2 p	-0.2 p	-0.8 	2.5 	1.4 	1.8 	1.3 	2.2 	1.1 	-0.2 	1.9 	1.2 	1.9 	1.5 	2.0 	1.6 	1.6 	1.0 	0.4 	1.9 	2.2 	1.2 	-0.3 	-0.5 	1.2 	-1.0 	1.3 	1.0 	0.7 	0.9 	-1.3 	1.6 	3.2 	1.2 	-0.5 	2.7 	0.0 	-1.2 	0.8 	3.8 	-0.2 	3.5 	-0.8 	0.5 	1.2 	0.3 	-0.4 	0.7 	6.1 	-3.6 	1.1 	1.5 	-2.2 	0.1 	-1.2 	2.0 	-2.6 	: 
DW_NEW,RCH_Q,DK	0.5 p	-0.2 	0.4 	0.0 	1.2 	0.6 	0.3 	0.1 	-0.2 	0.2 	0.5 	0.0 	0.4 	0.3 	0.7 	0.0 	-6.9 	1.8 	23.7 	-2.3 	0.0 	6.4 	1.9 	-9.3 	17.4 	34.8 	7.0 	8.9 	-3.4 	4.7 	-3.6 	7.9 	5.7 	4.7 	0.2 	0.0 	0.0 	-0.6 	-0.6 	-2.7 	4.3 	-4.5 	-4.2 	0.4 	-6.9 	-4.8 	2.5 	2.4 	5.8 	1.9 	-0.6 	6.1 	11.1 	5.1 	6.7 	9.2 	12.3 	: 
DW_NEW,RCH_Q,EE	-0.1 	4.8 	2.8 	-2.7 	-0.7 	5.8 	0.7 	8.5 	-2.4 	-3.1 	-0.2 	10.4 	4.2 	-1.6 	-0.7 	-0.2 	-2.9 	8.4 	-0.5 	15.4 	-6.4 	8.5 	5.2 	11.0 	-3.1 	6.7 	-5.0 	0.3 	6.7 	-1.3 	1.4 	12.8 	6.0 	0.1 	-8.2 	7.7 	2.6 	21.2 	-10.5 	-8.3 	-1.9 	-21.2 	-14.8 	10.6 	-11.1 	-1.9 	1.3 	-2.8 	7.5 	7.6 	20.4 	11.6 	-0.8 	7.9 	10.8 	1.6 	13.5 	: 
DW_NEW,RCH_Q,ES	-0.4 	4.3 	1.3 	2.0 	2.6 	2.0 	-0.8 	1.5 	2.8 	3.8 	-1.6 	-0.4 	3.8 	2.4 	1.3 	0.6 	1.5 	2.2 	-0.1 	1.2 	0.6 	0.1 	-1.2 	2.3 	-2.4 	-1.6 	-1.1 	-2.9 	-2.6 	-4.8 	-6.0 	-3.5 	-1.5 	-1.3 	-0.4 	-1.2 	1.9 	-1.5 	-0.8 	-1.3 	-0.7 	-2.4 	-1.3 	0.5 	1.3 	0.4 	1.5 	2.1 	3.0 	2.9 	3.0 	3.9 	3.0 	3.1 	: 	: 	: 	: 
DW_NEW,RCH_Q,FI	1.6 	-1.2 	1.2 	0.7 	2.2 	0.3 	0.0 	-0.4 	0.0 	2.3 	1.1 	-0.6 	0.4 	0.0 	0.6 	0.3 	-0.6 	1.0 	0.4 	-0.3 	0.3 	1.1 	-0.6 	0.7 	-0.1 	0.9 	0.7 	0.4 	1.5 	1.5 	1.0 	1.1 	2.0 	0.8 	0.4 	2.0 	-0.8 	1.0 	0.3 	0.5 	-1.1 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 
DW_NEW,RCH_Q,FR	2.0 p	-0.1 	1.8 	-0.1 	0.7 	0.4 	1.2 	0.2 	0.8 p	1.5 p	0.6 	1.3 	1.1 	-0.2 	0.0 	0.3 	0.8 	0.6 	-0.2 	1.2 	-0.5 	-0.5 	-0.6 	1.6 	0.5 	-0.7 	-0.2 	-1.0 	0.3 	-1.0 	0.4 	0.5 	1.0 	2.0 	1.3 	0.5 	1.7 	-0.1 	0.9 	-0.1 	1.1 	0.4 	-1.5 	-1.3 	2.3 	-0.2 	-0.1 	1.2 	1.7 	1.2 	1.4 	0.8 	: 	: 	2.5 	2.2 	3.3 	: 
DW_NEW,RCH_Q,HR	-2.2 	7.4 	0.7 	2.3 	-0.5 	0.3 	1.0 	1.1 	4.1 	-2.1 	-1.9 	0.9 	-3.3 	-0.4 	-1.5 	2.3 	-2.2 	-5.6 	-0.9 	1.6 	0.9 	-2.0 	-1.7 	1.1 	-2.4 	2.0 	-3.7 	-1.2 	-1.1 	-0.5 	1.8 	0.8 	3.4 	-1.1 	0.9 	-0.5 	-3.3 	-1.4 	-4.4 	-1.1 	-1.2 	1.9 	-3.8 	2.1 	1.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,HU	0.6 p	5.1 	0.3 	2.9 	1.0 	4.8 	4.4 	2.9 	5.3 	9.0 	1.9 	-0.1 	3.4 	5.5 	-2.2 	5.2 	2.1 	5.4 	-1.4 	-0.9 	4.2 	0.9 	0.8 	-0.1 	1.5 	0.7 	-1.9 	1.6 	-1.1 	0.8 	0.9 	-1.5 	-1.2 	0.2 	-2.0 	-2.0 	1.6 	-1.5 	-1.3 	-4.1 	-1.6 	0.1 	-0.5 	0.3 	2.1 	0.7 	-0.5 	-0.4 	2.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,IE	0.9 p	0.0 	0.0 	1.0 	3.9 	2.9 	1.0 	2.8 	1.5 	0.5 	1.0 	-2.0 	0.1 	1.7 	2.6 	4.4 	4.0 	2.9 	4.3 	3.5 	1.4 	-0.4 	-1.6 	1.4 	1.5 	0.1 	1.0 	-2.4 	-3.8 	-5.6 	-7.2 	-4.1 	-2.6 	-2.8 	-4.5 	-4.2 	-3.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,IT	-0.1 p	-0.7 	0.9 	0.0 	1.3 	-1.6 	1.9 	-0.4 	1.1 	-2.4 	0.5 	0.3 	0.2 	0.0 	-1.3 	2.8 	-0.5 	-2.0 	-0.5 	-0.5 	-0.4 	-1.0 	-1.0 	-0.5 	-0.1 	-1.0 	0.4 	-0.7 	0.8 	0.8 	0.7 	0.4 	1.7 	-0.3 	1.6 	1.1 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,LT	-0.2 	3.1 	1.2 	1.7 	2.7 	2.3 	0.5 	1.7 	3.2 	1.6 	1.5 	6.4 	1.5 	0.3 	-5.2 	2.1 	0.6 	2.7 	0.9 	0.2 	5.9 	1.3 	1.2 	-2.8 	-2.0 	-1.1 	-2.3 	11.3 	-6.2 	7.5 	1.4 	-3.4 	5.7 	5.9 	2.4 	-0.8 	-1.0 	2.4 	-8.9 	-8.4 	-3.5 	-19.2 	-2.1 	-2.6 	4.6 	8.4 	3.6 	6.2 	-1.1 	-6.6 	13.8 	14.9 	0.2 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,LU	8.0 	-1.7 	0.7 	4.3 	-1.1 	1.6 	2.3 	0.8 	1.4 	0.7 	3.1 	-1.4 	4.3 	0.2 	0.4 	2.2 	2.4 	-0.1 	2.5 	3.1 	6.8 	-7.8 	2.5 	2.9 	1.0 	1.6 	2.7 	0.8 	2.5 	-0.4 	-0.5 	3.7 	1.8 	-1.9 	-1.2 	3.4 	-1.3 	3.0 	1.9 	0.1 	-0.9 	0.4 	2.8 	-0.7 	2.4 	0.5 	1.8 	3.7 	1.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,LV	6.8 p	1.4 	4.2 	-5.4 	-2.5 	8.8 	-2.7 	4.9 	3.2 	4.4 	0.3 	-5.5 	9.4 	-2.4 	7.2 	0.2 	1.2 	5.4 	-22.3 	5.5 	2.6 	1.0 	5.4 	10.1 	-0.1 	-1.7 	-5.9 	12.4 	-6.7 	3.7 	-2.4 	25.2 	15.2 	-2.2 	10.8 	1.4 	2.5 	-5.6 	-8.4 	10.8 	-18.2 	-20.8 	-12.7 	-6.9 	1.8 	0.2 	4.4 	13.6 	-5.6 	16.2 	4.0 	7.8 	4.7 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,MT	3.6 p	-3.8 p	4.7 p	0.7 p	5.7 	-4.7 	3.0 	4.9 	2.0 	-4.4 	3.1 	4.8 	1.3 	-4.3 	2.4 	7.3 	-0.9 	-1.1 	2.7 	3.1 	-0.2 	0.9 	-2.3 	1.7 	-0.2 	-4.5 	0.2 	4.7 	0.0 	1.0 	-1.0 	-0.2 	1.3 	0.6 	-6.1 	4.7 	-3.2 	4.0 	0.0 	0.0 	0.0 	-2.2 	-3.2 	3.3 	-3.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,NL	5.3 p	2.8 	0.7 	6.4 	-0.6 	3.4 	6.4 	2.2 	-0.8 	2.2 	2.5 	2.3 	-0.9 	1.5 	-0.9 	4.8 	1.4 	2.2 	3.6 	-1.9 	-0.9 	0.1 	-0.1 	2.7 	-2.2 	-6.1 	7.2 	-3.5 	-0.1 	-5.8 	-1.8 	0.5 	-4.5 	2.4 	2.0 	0.1 	-1.3 	-0.9 	3.4 	1.5 	-4.5 	-2.8 	-6.7 	1.9 	0.4 	-3.9 	2.9 	3.4 	-0.3 	2.1 	2.2 	0.7 	1.7 	-0.2 	0.2 	1.7 	0.9 	: 
DW_NEW,RCH_Q,NO	3.1 	1.2 	3.3 	1.7 	-0.3 	-0.3 	3.1 	-2.6 	0.6 	1.1 	3.3 	1.4 	4.5 	0.7 	0.8 	0.7 	1.8 	2.4 	0.2 	0.7 	3.9 	-0.8 	-0.7 	1.0 	-0.3 	2.3 	2.6 	-1.1 	3.9 	0.2 	3.6 	0.5 	2.0 	5.1 	-0.1 	-0.5 	3.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,PL	1.6 	1.6 	3.0 	0.3 	1.5 	1.4 	1.4 	1.0 	1.5 	-0.9 	1.9 	1.9 	-1.0 	0.6 	-1.0 	0.4 	1.5 	0.5 	0.8 	-0.7 	3.2 	-0.8 	-0.1 	-1.3 	-0.9 	-3.2 	0.1 	-0.8 	-0.6 	-0.2 	1.1 	-0.3 	-0.2 	-0.6 	1.8 	1.1 	-0.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,PT	4.1 	2.0 	2.7 	1.1 	0.1 	4.4 	0.0 	1.7 	3.3 	0.8 	1.0 	0.3 	2.1 	0.1 	1.2 	-1.8 	5.3 	0.2 	-2.9 	0.0 	1.5 	2.7 	1.6 	0.5 	-1.9 	0.3 	0.1 	-0.2 	-3.2 	-1.4 	-2.2 	-0.6 	-1.9 	-0.3 	-0.5 	-0.3 	0.5 	0.8 	0.0 	-0.5 	0.2 	2.5 	-0.6 	-4.8 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,RO	0.4 	-1.4 	1.0 	0.8 	2.1 	1.5 	0.4 	-4.0 	8.3 	-4.1 	2.0 	-3.2 	2.4 	5.4 	-1.5 	2.2 	-2.7 	0.1 	1.3 	-1.6 	-2.4 	2.1 	0.8 	-2.2 	-0.9 	-4.2 	2.5 	-1.7 	-0.3 	-1.0 	1.4 	7.2 	-5.2 	0.2 	0.3 	-5.7 	-3.0 	0.3 	-2.1 	1.2 	-4.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,SE	-0.5 	0.8 	2.5 	2.5 	2.0 	1.9 	3.0 	3.4 	0.9 	1.7 	0.6 	0.5 	2.3 	1.0 	2.9 	1.4 	0.6 	0.3 	-0.7 	1.0 	0.4 	1.6 	1.7 	0.5 	-3.0 	-0.3 	0.4 	1.0 	0.3 	-0.1 	1.1 	0.5 	2.1 	1.6 	0.4 	2.2 	1.3 	-0.5 	2.7 	0.7 	-0.9 	3.5 	2.8 	0.5 	0.2 	0.1 	1.3 	2.4 	3.0 	0.8 	1.7 	1.8 	-0.3 	2.3 	0.2 	-0.3 	0.6 	: 
DW_NEW,RCH_Q,SI	-3.1 	6.9 	-0.9 	-15.8 	11.0 	7.6 	9.4 	-2.2 	9.4 	-4.1 	6.4 	0.4 	0.1 	-3.3 	6.0 	-6.9 	4.4 	1.0 	2.6 	-1.0 	-6.8 	2.0 	3.6 	-10.7 	1.2 	3.8 	-5.7 	-0.6 	-1.0 	-6.8 	2.1 	-4.2 	0.5 	5.9 	1.1 	-1.9 	2.9 	-1.8 	0.0 	-3.9 	-0.6 	-10.4 	-0.2 	1.0 	0.1 	0.7 	9.1 	5.8 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,SK	2.5 	1.0 	2.8 	-1.4 	-1.0 	3.9 	-0.7 	4.3 	4.5 	-0.6 	0.8 	0.6 	3.1 	1.7 	1.3 	-0.4 	2.4 	-1.5 	3.4 	-1.2 	2.5 	-0.1 	-0.8 	0.1 	0.0 	1.3 	-2.3 	2.0 	-3.1 	-2.3 	-0.3 	3.5 	-4.1 	-0.6 	-0.1 	-0.8 	-1.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DW_NEW,RCH_Q,UK	-0.2 p	1.1 	-1.0 	1.7 	-0.9 	3.1 	0.1 	1.8 	0.7 	1.3 	1.8 	-0.2 	3.9 	2.6 	2.5 	2.4 	0.6 	0.6 	0.9 	1.0 	3.9 	1.0 	2.4 	1.4 	2.5 	-1.9 	2.4 	-1.0 	1.4 	-1.2 	-0.5 	-0.2 	0.7 	0.3 	0.2 	0.9 	1.4 	-0.3 	1.0 	1.9 	-0.2 	-3.1 	-6.6 	-5.5 	-0.9 	-0.1 	0.1 	1.8 	3.8 	0.9 	1.9 	1.3 	3.1 	0.1 	1.3 	1.7 	3.3 	: 
TOTAL,INX_Q,AT	126.40 	122.38 	122.18 	120.37 	118.51 	117.50 	116.51 	114.75 	114.24 	111.54 	109.35 	109.43 	108.87 	106.48 	102.22 	104.01 	99.89 	93.88 	96.03 	95.14 	95.83 	94.32 	91.81 	94.48 	91.74 	90.37 	88.89 	89.14 	86.75 	85.50 	83.50 	82.83 	81.05 	79.01 	78.44 	78.16 	76.54 	74.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,INX_Q,BE	112.08 p	111.54 	110.34 	110.93 	108.73 	107.67 	107.63 	108.18 	104.67 	105.01 	103.94 p	104.31 p	101.75 p	100.56 p	101.29 p	101.75 p	99.56 p	97.40 p	99.78 	98.96 	97.67 	97.00 	98.83 	99.82 	98.60 	98.34 	97.72 	98.52 	97.42 	97.33 	96.64 	96.80 	94.93 	94.07 	93.41 	92.86 	91.12 	90.28 	89.30 	90.15 	88.09 	88.95 	90.12 	90.62 	89.34 	88.09 	87.24 	86.90 	85.28 	83.62 	81.69 	81.07 	78.79 	76.70 	75.24 	73.78 	71.24 	69.68 
TOTAL,INX_Q,BG	130.26 p	129.45 	126.15 	124.99 	124.03 	120.65 	119.53 	117.62 	115.37 	112.66 	110.52 	107.94 	106.24 	103.38 	102.23 	99.21 	99.71 	98.85 b	98.32 	97.21 	96.97 	96.66 	95.66 	95.52 	96.48 	96.00 	96.82 	98.57 	98.67 	98.23 	98.10 	99.54 	100.23 	102.03 	104.15 	105.38 	106.52 	107.18 	109.58 	112.62 	118.17 	130.77 e	147.53 e	153.92 e	149.36 e	141.08 e	132.06 e	121.42 e	112.97 e	107.23 e	98.09 e	92.96 e	88.91 e	87.47 e	83.52 e	81.55 e	79.26 e	76.01 e
TOTAL,INX_Q,CY	112.33 p	107.78 	106.95 	103.30 	103.98 	103.34 	105.24 	102.46 	102.74 	99.64 	102.72 	101.87 	99.18 	97.29 	99.40 	102.49 	100.59 	97.52 	101.56 	102.70 	103.55 	98.08 	100.78 	103.05 	104.77 	104.54 	108.22 	110.14 	106.02 	106.40 	107.60 	111.22 	113.99 	111.56 	112.05 	112.39 	112.79 	114.37 	116.27 	119.19 	121.17 	122.40 	123.96 	128.69 	130.42 	129.59 	125.11 	124.05 	119.71 	116.41 	114.16 	110.64 	106.44 	103.04 	100.64 	98.79 	95.38 	93.41 
TOTAL,INX_Q,CZ	139.90 	137.00 	134.40 p	131.90 	128.70 	125.00 	122.30 p	121.20 	119.10 	116.20 	112.80 p	107.70 	105.10 	103.00 	101.70 p	100.60 	99.40 	98.30 	97.30 	96.60 	95.80 	95.00 	93.80 	94.00 	94.10 	93.60 	93.70 	93.80 	94.00 	93.90 	94.40 	95.30 	95.90 	95.40 	95.20 	95.10 	95.40 	95.20 	95.20 	95.90 	96.70 	99.90 	102.10 	102.70 	101.20 	97.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,INX_Q,DE	126.90 p	124.40 p	124.60 	123.10 	120.60 	118.30 	117.30 	115.00 	113.10 	110.90 	110.40 	108.80 	106.90 	103.90 	101.80 	100.40 	99.90 	97.80 	96.20 	96.20 	95.70 	93.80 	93.00 	92.90 	93.10 	91.30 	91.60 	90.40 	89.10 	87.90 	87.30 	86.70 	87.10 	86.00 	83.80 	84.30 	84.30 	83.00 	84.20 	82.90 	83.10 	81.80 	81.80 	81.60 	83.10 	82.80 	81.60 	81.60 	81.70 	80.00 	83.00 	82.30 	83.50 	83.20 	82.00 	84.40 	82.70 	84.20 
TOTAL,INX_Q,DK	119.00 p	116.03 	113.54 	116.07 	115.62 	114.00 	109.89 	111.98 	110.52 	107.60 	105.29 	107.00 	105.58 	102.99 	101.04 	101.03 	100.59 	97.34 	93.83 	94.21 	94.69 	91.22 	89.95 	91.21 	91.17 	88.03 	86.85 	87.26 	86.99 	85.75 	85.74 	88.90 	91.94 	89.91 	90.78 	91.73 	91.00 	89.12 	88.55 	88.88 	88.18 	87.14 	93.04 	100.91 	103.56 	103.24 	104.58 	106.58 	106.41 	105.01 	104.58 	105.67 	103.64 	97.68 	91.19 	85.56 	79.46 	75.49 
TOTAL,INX_Q,EA	117.82 p	115.90 p	115.51 p	114.79 p	113.02 p	111.34 p	110.43 p	109.54 p	107.84 p	106.26 p	105.55 p	105.06 p	103.55 p	101.91 p	100.98 p	100.89 p	99.88 p	98.26 p	98.46 p	99.02 p	98.68 p	97.78 p	97.97 p	98.64 p	98.46 p	98.15 p	99.77 p	100.26 p	100.65 p	100.90 p	101.86 p	102.98 p	103.28 p	102.38 p	102.03 p	102.14 p	101.54 p	100.26 p	100.66 p	100.31 p	100.25 p	100.61 p	101.84 p	103.51 p	103.97 p	103.53 p	102.96 p	102.89 p	101.76 p	100.06 p	99.89 p	98.87 p	97.54 p	95.51 p	93.71 p	93.23 p	90.99 p	89.60 p
